,osmid,oneway,highway,length,geometry,name,bridge,lanes,ref,maxspeed,tunnel,service,junction,width,access
3723,67643285,FALSE,unclassified,63.46,,칠성남로30길,,,,,,,,,
3724,67643285,FALSE,unclassified,88.338,,칠성남로30길,,,,,,,,,
3725,306246670,FALSE,residential,52.52,,,,,,,,,,,
3726,306246663,FALSE,residential,85.02,,칠성시장로7길,,,,,,,,,
3727,306246677,FALSE,residential,62.566,,칠성시장로7길,,,,,,,,,
3728,306246677,FALSE,residential,38.653,,칠성시장로7길,,,,,,,,,
3729,888188137,FALSE,service,33.838,,,,,,,,alley,,,
3730,67643285,FALSE,unclassified,88.338,,칠성남로30길,,,,,,,,,
3731,67643285,FALSE,unclassified,139.279,,칠성남로30길,,,,,,,,,
3732,306246665,FALSE,residential,49.842,,칠성남로36길,,,,,,,,,
3733,589010606,FALSE,footway,2.641,,,,,,,,,,,
3734,306542063,FALSE,footway,715.566,"LINESTRING (128.5990667 35.8897168, 128.59872 35.8898756, 128.5982973 35.8901648, 128.5971877 35.8905153, 128.5966247 35.8906875, 128.5961208 35.8908853, 128.5955287 35.8911939, 128.5951193 35.8914602, 128.5945952 35.8918587, 128.5942739 35.8921644, 128.5939196 35.8925057, 128.5936553 35.8928329, 128.5934873 35.892986, 128.5933074 35.8932381, 128.5931171 35.8936564)",,,,,,,,,,
3735,306542063,FALSE,footway,174.254,"LINESTRING (128.5990667 35.8897168, 128.5992883 35.889617, 128.5994564 35.8895253, 128.599896 35.8893029, 128.600277 35.8890694, 128.6006206 35.8887954)",,,,,,,,,,
3736,306234100,FALSE,footway,969.039,"LINESTRING (128.5922725 35.8933694, 128.592071 35.8937208, 128.591912 35.8941528, 128.5917436 35.8947804, 128.5916856 35.8951957, 128.5915901 35.8960173, 128.5915677 35.8965554, 128.5915939 35.8969859, 128.5916725 35.8974527, 128.5917764 35.897878, 128.5919551 35.8985382, 128.5921562 35.8992156, 128.5922276 35.8995232, 128.5922739 35.8997858, 128.5922766 35.9000366, 128.5922713 35.9002949, 128.5922554 35.9006603, 128.5921284 35.9010944, 128.5920966 35.9012637, 128.5920715 35.9018382, 128.592058 35.9019367)",,,,,,,,,,
3737,"[306234100, 277944990]",FALSE,footway,872.263,"LINESTRING (128.5922725 35.8933694, 128.5924145 35.8931218, 128.5925111 35.8929482, 128.5927308 35.892647, 128.592868 35.892433, 128.5929458 35.8923385, 128.5930088 35.8922667, 128.5930841 35.8921658, 128.593175 35.8920727, 128.5932801 35.8919622, 128.5933864 35.8918526, 128.5935073 35.8917387, 128.5936247 35.8916274, 128.593739 35.8915328, 128.5938596 35.8914288, 128.5939984 35.891332, 128.5941096 35.8912323, 128.5942299 35.8911488, 128.5943646 35.8910572, 128.5946151 35.8908905, 128.5947399 35.8908149, 128.5948612 35.8907427, 128.5950021 35.8906643, 128.5951257 35.8906025, 128.5952679 35.8905202, 128.5954132 35.8904432, 128.5959591 35.8901658, 128.5964417 35.8899122, 128.5969516 35.8897343, 128.5970798 35.889681, 128.5972189 35.8896089, 128.5973554 35.8895543, 128.5975115 35.8894907, 128.5976757 35.8894251, 128.5977947 35.8893711, 128.5979529 35.8893188, 128.598478 35.8891172, 128.5986005 35.8890667, 128.5992017 35.8888187, 128.5993371 35.888738, 128.5994653 35.8886729, 128.5996146 35.8885675)",,,,,,,,,,
3738,"[306542066, 306542084, 306542070]",FALSE,footway,84.311,"LINESTRING (128.5922725 35.8933694, 128.5923643 35.8934008, 128.5923874 35.8934006, 128.5925758 35.8934145, 128.5927095 35.8934513, 128.592803 35.8934818, 128.5928848 35.893527, 128.5929783 35.8935891, 128.5930455 35.8936267, 128.5931171 35.8936564)",,low_water_crossing,,,,,,,,
3739,306542063,FALSE,footway,944.198,"LINESTRING (128.5931171 35.8936564, 128.5928613 35.8941631, 128.5928567 35.8942717, 128.5927916 35.8943364, 128.5926869 35.8948145, 128.5926263 35.895228, 128.5925814 35.8955648, 128.592541 35.8961165, 128.59254 35.8965396, 128.5925676 35.8971136, 128.5926722 35.8975189, 128.5927916 35.8980223, 128.5929246 35.8985331, 128.5930642 35.899026, 128.5931817 35.8994357, 128.5932101 35.8997376, 128.5932138 35.90007, 128.5931789 35.9003942, 128.5931661 35.9005748, 128.5931385 35.9008804, 128.5930862 35.901328, 128.5930476 35.901699, 128.5930834 35.9018857, 128.5930574 35.902011)",,,,,,,,,,
3740,306542063,FALSE,footway,715.566,"LINESTRING (128.5931171 35.8936564, 128.5933074 35.8932381, 128.5934873 35.892986, 128.5936553 35.8928329, 128.5939196 35.8925057, 128.5942739 35.8921644, 128.5945952 35.8918587, 128.5951193 35.8914602, 128.5955287 35.8911939, 128.5961208 35.8908853, 128.5966247 35.8906875, 128.5971877 35.8905153, 128.5982973 35.8901648, 128.59872 35.8898756, 128.5990667 35.8897168)",,,,,,,,,,
3741,"[306542066, 306542084, 306542070]",FALSE,footway,84.311,"LINESTRING (128.5931171 35.8936564, 128.5930455 35.8936267, 128.5929783 35.8935891, 128.5928848 35.893527, 128.592803 35.8934818, 128.5927095 35.8934513, 128.5925758 35.8934145, 128.5923874 35.8934006, 128.5923643 35.8934008, 128.5922725 35.8933694)",,low_water_crossing,,,,,,,,
3742,"[44669002, 44669003, 44669005]",TRUE,motorway,544.166,"LINESTRING (128.6176351 35.91615, 128.6154317 35.9157631, 128.6129109 35.9153196, 128.612414 35.9152264, 128.611731 35.9151084)",경부고속도로,yes,2,1;55,100,,,,,
3743,621696101,FALSE,motorway_link,129.966,"LINESTRING (128.6176351 35.91615, 128.6170319 35.9161319, 128.6162031 35.9160233)",,,,,,,,,,
3744,393521684,TRUE,secondary_link,68.997,"LINESTRING (128.5396304 35.9303931, 128.539403 35.9306711, 128.539333 35.9309525)",,,,,,,,,,
3745,468590004,FALSE,secondary,72.829,"LINESTRING (128.5396304 35.9303931, 128.5393995 35.9305388, 128.5392489 35.9305975, 128.53893 35.9307123)",태전로,,,4,,,,,,
3746,468590004,FALSE,secondary,332.659,"LINESTRING (128.5396304 35.9303931, 128.53982 35.93019, 128.5406199 35.9292769, 128.5416752 35.9281476, 128.5417523 35.9280662, 128.54183 35.92799)",태전로,,,4,,,,,,
3747,333212634,TRUE,secondary_link,142.809,"LINESTRING (128.539333 35.9309525, 128.5393739 35.9311449, 128.5394795 35.931351, 128.5396283 35.9316426, 128.5398979 35.9321479)",,,,,,,,,,
3748,549426355,TRUE,secondary_link,63.697,"LINESTRING (128.5398979 35.9321479, 128.5399932 35.9323035, 128.5401421 35.9326475, 128.5401555 35.9326804)",,,,,,,,,,
3749,549426357,FALSE,residential,42.169,"LINESTRING (128.5398979 35.9321479, 128.5402448 35.9320668, 128.5402897 35.9319879)",,,,,,,,,,
3750,549426355,TRUE,secondary_link,40.025,,,,,,,,,,,
3751,157211600,FALSE,residential,96.044,"LINESTRING (128.5401555 35.9326804, 128.5401787 35.9326757, 128.5410118 35.9326617, 128.5411808 35.9325614)",,,,,,,,,,
3752,"[561194760, 58873748, 58873740, 157185655]",TRUE,secondary,692.387,"LINESTRING (128.5400159 35.9330028, 128.5399162 35.9327429, 128.5396557 35.9322161, 128.5393484 35.9316075, 128.5389977 35.9310367, 128.5388562 35.9307862, 128.538727 35.9304508, 128.5386525 35.9302253, 128.5385903 35.9299947, 128.5385338 35.9294887, 128.5385388 35.9293469, 128.5385761 35.9289525, 128.5386525 35.9270031)","['관음로', '매천로']",yes,,,,,,,,
3753,471658683,TRUE,secondary,216.358,"LINESTRING (128.5400159 35.9330028, 128.539908 35.9328064, 128.5390048 35.9312377)",,,,,,,,,,
3754,340804877,FALSE,footway,68.029,,,yes,,,,,,,,
3755,472521084,FALSE,pedestrian,167.8,"LINESTRING (128.5444046 35.9100031, 128.5444647 35.909921, 128.5447415 35.9097548, 128.5458841 35.9090985)",산책로,,,,,,,,,
3756,"[472529050, 472521084]",FALSE,pedestrian,333.867,"LINESTRING (128.5444046 35.9100031, 128.5442595 35.9101294, 128.5440674 35.9103351, 128.5439045 35.9105198, 128.5437841 35.9106807, 128.5436408 35.9108759, 128.5434844 35.911079, 128.5433379 35.9112082, 128.5432825 35.9112794, 128.5431978 35.9113955, 128.5430773 35.9114878, 128.5430057 35.9115801, 128.5429731 35.9117331, 128.5429927 35.9118729, 128.5429764 35.911989, 128.5429112 35.9120971, 128.5428624 35.9122765, 128.5428526 35.9124585, 128.5428044 35.9126072)",산책로,,,,,,,,,
3757,340804877,FALSE,footway,68.029,,,yes,,,,,,,,
3758,472529047,FALSE,pedestrian,158.274,,,,,,,,,,,
3759,"[472529049, 472529047]",FALSE,pedestrian,354.057,"LINESTRING (128.5449206 35.9104499, 128.5447265 35.9106949, 128.5445161 35.9110179, 128.5441843 35.9115795, 128.5439236 35.9121584, 128.5436557 35.9127331, 128.5434609 35.9131635, 128.5433686 35.9133665)",,,,,,,,,,
3760,826045319,FALSE,tertiary,61.343,,매천로2길,,,,,,,,,
3761,826045319,FALSE,tertiary,152.393,,매천로2길,,,,,,,,,
3762,160307585,FALSE,residential,65.466,"LINESTRING (128.5443985 35.8970109, 128.5443894 35.8970681, 128.5443518 35.8975983)",매천로2길,,,,,,,,,
3763,383753850,TRUE,trunk_link,20.711,,,,,,,,,,,
3764,"[55779521, 55779524, 77619790, 32813620, 32813625]",TRUE,trunk,1259.418,"LINESTRING (128.6087967 35.8747977, 128.6085587 35.8749243, 128.6077326 35.8753372, 128.6065095 35.8759805, 128.605442 35.8766325, 128.6045033 35.877428, 128.6038327 35.8781017, 128.6029851 35.8792014, 128.6023038 35.8801445, 128.6018624 35.8808754, 128.6015886 35.8813017, 128.6014784 35.8815274, 128.6013638 35.8818147, 128.6012564 35.8820816, 128.6011305 35.8825094, 128.6009972 35.8830745, 128.6009312 35.8835058, 128.6009181 35.8836248)","['신천대로', '신천고가차도']",yes,2,,,,,,,
3765,734097692,FALSE,service,217.244,"LINESTRING (128.5470646 35.8969847, 128.5474147 35.8964284, 128.5476312 35.8961027, 128.5477063 35.8958522, 128.5477152 35.8957377, 128.5476136 35.8956088, 128.5474589 35.8955265, 128.5471481 35.8953951)",매천로2길,,,,,,,,,
3766,825801301,FALSE,residential,260.583,"LINESTRING (128.5470646 35.8969847, 128.5455978 35.8966412, 128.5447583 35.8965052, 128.5443121 35.8964372, 128.5442591 35.8964228)",매천로2길,,,,,,,,,
3767,"[838197261, 838197260, 825801301]",FALSE,residential,143.058,"LINESTRING (128.5470646 35.8969847, 128.547273 35.8970289, 128.5482091 35.8972223, 128.5486072 35.8972897)",매천로2길,yes,,,,,,,,
3768,389180003,FALSE,residential,62.124,,,,,,,,,,,
3769,389180003,FALSE,residential,44.093,,,,,,,,,,,
3770,825801301,FALSE,residential,260.583,"LINESTRING (128.5442591 35.8964228, 128.5443121 35.8964372, 128.5447583 35.8965052, 128.5455978 35.8966412, 128.5470646 35.8969847)",매천로2길,,,,,,,,,
3771,389180003,FALSE,residential,44.093,,,,,,,,,,,
3772,389180003,FALSE,residential,62.124,,,,,,,,,,,
3773,472474310,FALSE,residential,107.179,"LINESTRING (128.5444157 35.8958787, 128.5441642 35.8957257, 128.543379 35.8954123)",,,,,,,,,,
3774,"[472474314, 472474311]",FALSE,residential,177.511,"LINESTRING (128.5444157 35.8958787, 128.5446944 35.89576, 128.5452845 35.8959398, 128.5455187 35.8956145, 128.5460584 35.8957369)",,,,,,,,,,
3775,473673202,FALSE,road,264.383,"LINESTRING (128.524762 35.8912564, 128.5260011 35.8912743, 128.5262908 35.8910946, 128.5268947 35.8909574, 128.5275589 35.8907695)",,,,,,,,,,
3776,734097689,FALSE,service,496.259,"LINESTRING (128.524762 35.8912564, 128.5244801 35.8913499, 128.5240901 35.8915229, 128.5238285 35.8916709, 128.523603 35.8918304, 128.5233803 35.8920172, 128.5232254 35.892164, 128.5230967 35.8922339, 128.5226833 35.8923251, 128.5223995 35.8924208, 128.521968 35.8925694, 128.5210394 35.8928753, 128.5202647 35.8930321, 128.5200922 35.8930691, 128.5199628 35.893101, 128.5199077 35.8931763)",,,,,,,,,,
3777,"[734097689, 389180004]",FALSE,service,585.395,"LINESTRING (128.524762 35.8912564, 128.5257857 35.8910725, 128.5265221 35.8909415, 128.5271177 35.8907983, 128.5288102 35.8903189, 128.5293251 35.8901777, 128.5293978 35.8901578, 128.5298131 35.8900898, 128.5300581 35.890084, 128.5302682 35.890079, 128.5309044 35.8901471, 128.5310419 35.8901708)",사수로,,,,,,,,,
3778,389180013,FALSE,service,264.492,"LINESTRING (128.5199077 35.8931763, 128.5188476 35.8934784, 128.5170757 35.8937871)",,,,,,,,,,
3779,734097689,FALSE,service,78.305,"LINESTRING (128.5199077 35.8931763, 128.5199936 35.8932868, 128.5201772 35.8938408)",,,,,,,,,,
3780,734097689,FALSE,service,496.259,"LINESTRING (128.5199077 35.8931763, 128.5199628 35.893101, 128.5200922 35.8930691, 128.5202647 35.8930321, 128.5210394 35.8928753, 128.521968 35.8925694, 128.5223995 35.8924208, 128.5226833 35.8923251, 128.5230967 35.8922339, 128.5232254 35.892164, 128.5233803 35.8920172, 128.523603 35.8918304, 128.5238285 35.8916709, 128.5240901 35.8915229, 128.5244801 35.8913499, 128.524762 35.8912564)",,,,,,,,,,
3781,521429404,FALSE,residential,39.259,"LINESTRING (128.5201772 35.8938408, 128.5202825 35.8939058, 128.5203626 35.8941429)",사수로70길,,,,,,,,,
3782,"[734097689, 389180018, 389180019]",FALSE,service,326.281,"LINESTRING (128.5201772 35.8938408, 128.5199738 35.8938995, 128.517385 35.8943347, 128.5173187 35.8942882, 128.5170669 35.8938479, 128.5170757 35.8937871)",,,,,,yes,,,,
3783,734097689,FALSE,service,78.305,"LINESTRING (128.5201772 35.8938408, 128.5199936 35.8932868, 128.5199077 35.8931763)",,,,,,,,,,
3784,"[389180013, 389180014, 389180015, 389180016, 389180017, 470493567]",FALSE,service,1519.447,"LINESTRING (128.5170757 35.8937871, 128.5159581 35.8940117, 128.5139258 35.8943696, 128.5132366 35.8944734, 128.5125385 35.8945557, 128.5120658 35.8945987, 128.5113677 35.8946166, 128.5109215 35.8946559, 128.5099142 35.8946559, 128.5091322 35.8946202, 128.5086904 35.89457, 128.5084076 35.8944949, 128.5081028 35.8943982, 128.5078775 35.8944376, 128.5076875 35.894434, 128.5075284 35.8943768, 128.5074357 35.8943446, 128.5073517 35.8943696, 128.5073429 35.8944913, 128.5072589 35.8951785, 128.5072545 35.8953109, 128.5073694 35.8957225, 128.507644 35.8960337, 128.5077412 35.89598, 128.5077984 35.8959898, 128.5078965 35.8961344, 128.5082036 35.8964837, 128.5083458 35.8966776, 128.5084945 35.8968452, 128.5083199 35.8969572, 128.5082141 35.8972399, 128.5081512 35.8973668, 128.5080117 35.8975363, 128.5079748 35.8976591, 128.5079009 35.8978219, 128.5076306 35.8980509, 128.5075935 35.8981345, 128.5075823 35.8982261, 128.5076216 35.8983263, 128.5076719 35.8984042, 128.5077054 35.8984995, 128.5077108 35.8985613, 128.507678 35.8986523, 128.5076223 35.8987649, 128.5076019 35.8988903, 128.5076075 35.8990204, 128.5076465 35.899156, 128.5077213 35.8992834)",,,,,,yes,,,,
3785,389180013,FALSE,service,264.492,"LINESTRING (128.5170757 35.8937871, 128.5188476 35.8934784, 128.5199077 35.8931763)",,,,,,,,,,
3786,"[734097689, 389180018, 389180019]",FALSE,service,326.281,"LINESTRING (128.5170757 35.8937871, 128.5170669 35.8938479, 128.5173187 35.8942882, 128.517385 35.8943347, 128.5199738 35.8938995, 128.5201772 35.8938408)",,,,,,yes,,,,
3787,393521685,TRUE,secondary_link,349.149,"LINESTRING (128.538532 35.9301363, 128.5384926 35.9297807, 128.5384926 35.9290169, 128.5385576 35.9282499, 128.5385739 35.9275981, 128.5386525 35.9270031)",,,,,,,,,,
3788,538712944,TRUE,trunk,79.531,,태전로,,,4,,,,,,
3789,393521685,TRUE,secondary_link,54.486,"LINESTRING (128.5381147 35.9304371, 128.5383114 35.9303834, 128.5384003 35.9303378, 128.5384981 35.9302562, 128.538532 35.9301363)",,,,,,,,,,
3790,36113244,FALSE,residential,169.25,,팔거천동로24길,,,,,,,,,
3791,36113244,FALSE,residential,119.077,,팔거천동로24길,,,,,,,,,
3792,37400252,FALSE,tertiary,124.874,,동천로,,,,,,,,,
3793,37400252,FALSE,tertiary,64.908,,동천로,,,,,,,,,
3794,471338082,FALSE,residential,11.272,,산격로1길,,,,,,,,,
3795,578066722,FALSE,tertiary,23.772,,대구체육관로,,4,,,,,,,
3796,578066722,FALSE,tertiary,128.707,,대구체육관로,,4,,,,,,,
3797,393694145,TRUE,tertiary,12.403,"LINESTRING (128.6030329 35.8923237, 128.6030711 35.8923443, 128.6031013 35.8923723, 128.6031217 35.8924056)",,,,,,,,roundabout,,
3798,393694158,TRUE,tertiary,20.993,,,,,,,,,,,
3799,393694145,TRUE,tertiary,18.594,"LINESTRING (128.6028392 35.8923445, 128.6028825 35.8923218, 128.6029321 35.8923103, 128.6029837 35.892311, 128.6030329 35.8923237)",,,,,,,,roundabout,,
3800,393694153,TRUE,tertiary,29.329,,,,,,,,,,,
3801,393694145,TRUE,tertiary,19.215,"LINESTRING (128.6031217 35.8924056, 128.603131 35.8924467, 128.6031251 35.8924883, 128.6031046 35.8925267, 128.603068 35.892559, 128.6030645 35.892561)",,,,,,,,roundabout,,
3802,393694145,TRUE,tertiary,18.593,"LINESTRING (128.6027887 35.8924974, 128.6027795 35.8924563, 128.6027853 35.8924147, 128.6028058 35.8923764, 128.6028392 35.8923445)",,,,,,,,roundabout,,
3803,393694155,FALSE,residential,2.414,,산격로6길,,,,,,,,,
3804,393694173,FALSE,residential,26.31,,대학로17길,,,,,,,,,
3805,393694173,FALSE,residential,2.713,,대학로17길,,,,,,,,,
3806,37401022,FALSE,residential,56.85,,산격로10길,,,,,,,,,
3807,37401022,FALSE,residential,27.411,,산격로10길,,,,,,,,,
3808,393694173,FALSE,residential,146.383,"LINESTRING (128.6088946 35.8949667, 128.6088887 35.8943136, 128.6088796 35.8936503)",대학로17길,,,,,,,,,
3809,393694175,FALSE,residential,140.735,,유통단지로24길,,,,,,,,,
3810,523344907,FALSE,secondary,126.796,,검단로,,,,,,,,,
3811,523344907,FALSE,secondary,157.21,"LINESTRING (128.6180191 35.90532, 128.61775 35.9051, 128.61729 35.90462, 128.61712 35.90435, 128.6170235 35.9041731)",검단로,,,,,,,,,
3812,393694170,FALSE,unclassified,479.566,,검단로27길,,,,,,,,,
3813,523344907,FALSE,secondary,163.585,,검단로,,,,,,,,,
3814,523344907,FALSE,secondary,82.375,,검단로,,,,,,,,,
3815,37396822,FALSE,secondary,59.624,,검단공단로,,,,,,,,,
3816,37396822,FALSE,secondary,82.977,,검단공단로,,,,,,,,,
3817,393694147,FALSE,unclassified,296.833,,검단공단로,,,,,,,,,
3818,393694147,FALSE,unclassified,296.833,,검단공단로,,,,,,,,,
3819,393694170,FALSE,unclassified,35.936,,검단로27길,,,,,,,,,
3820,393694170,FALSE,unclassified,63.324,,검단로27길,,,,,,,,,
3821,37399049,FALSE,residential,291.95,,검단북로,,,,,,,,,
3822,37399049,FALSE,residential,295.02,"LINESTRING (128.616428 35.9152177, 128.6134 35.9147, 128.61328 35.91459)",검단북로,,,,,,,,,
3823,393694170,FALSE,unclassified,241.321,"LINESTRING (128.616428 35.9152177, 128.6174035 35.9138225, 128.6177681 35.9133386)",검단로27길,,,,,,,,,
3824,37400961,FALSE,secondary,21.599,,복현로,,,,,,,,,
3825,578086085,FALSE,residential,76.987,,동북로57길,,,,,,,,,
3826,37400961,FALSE,secondary,55.382,"LINESTRING (128.6243868 35.8950271, 128.6244337 35.8952874, 128.6244322 35.8955224)",복현로,,,,,,,,,
3827,37403238,FALSE,residential,65.217,,팔달로37길,,,,,,,,,
3828,37403238,FALSE,residential,67.457,,팔달로37길,,,,,,,,,
3829,471332811,FALSE,residential,126.06,,노원로16길,,,,,,,,,
3830,471332811,FALSE,residential,11.584,,노원로16길,,,,,,,,,
3831,37403238,FALSE,residential,75.12,,팔달로37길,,,,,,,,,
3832,37403238,FALSE,residential,65.217,,팔달로37길,,,,,,,,,
3833,"[734358944, 800680902]",FALSE,residential,126.466,"LINESTRING (128.5725585 35.8937187, 128.573185 35.8935859, 128.5739167 35.8934308)","['팔달로37길', '노원동로6길']",,,,,,,,,
3834,"[734358946, 800680902]",FALSE,residential,127.595,"LINESTRING (128.5725585 35.8937187, 128.5719244 35.8938559, 128.57119 35.8940148)","['팔달로37길', '팔달로35길']",,,,,,,,,
3835,35971706,FALSE,tertiary,247.809,,침산로21길,,,,,,,,,
3836,35971706,FALSE,tertiary,237.613,,침산로21길,,,,,,,,,
3837,393787334,FALSE,residential,294.803,,침산남로,,,,,,,,,
3838,393787332,FALSE,residential,68.559,,원대로23길,,,,,,,,,
3839,760608757,FALSE,secondary,5.597,,원대로,,,,,,,,,
3840,760608757,FALSE,secondary,51.163,,원대로,,,,,,,,,
3841,35971640,FALSE,secondary,228.536,,침산로,,,,,,,,,
3842,583256709,FALSE,secondary,64.839,,침산로,,,,,,,,,
3843,393787338,TRUE,secondary_link,80.564,"LINESTRING (128.5915209 35.8876101, 128.5917156 35.8878002, 128.5918796 35.8879073, 128.5922021 35.8880682)",,,,,,,,,,
3844,37402970,FALSE,primary,34.15,,침산남로,,,,,,,,,
3845,37402970,FALSE,primary,51.461,,침산남로,,,,,,,,,
3846,393787335,TRUE,secondary_link,85.439,"LINESTRING (128.5922021 35.8880682, 128.5917838 35.8883681, 128.5914864 35.8885723)",,,,,,,,,,
3847,37402970,FALSE,primary,46.947,,침산남로,,,,,,,,,
3848,37402970,FALSE,primary,189.099,"LINESTRING (128.5911444 35.8882894, 128.59028 35.88847, 128.5891107 35.8887106)",침산남로,,,,,,,,,
3849,393787337,TRUE,secondary_link,82.903,"LINESTRING (128.5911444 35.8882894, 128.5913257 35.8880039, 128.5914344 35.8877985, 128.5915209 35.8876101)",,,,,,,,,,
3850,55414872,FALSE,secondary,173.18,,침산로,,,59,,,,,,
3851,393787339,TRUE,secondary_link,44.497,"LINESTRING (128.5914864 35.8885723, 128.591396 35.8884717, 128.5913278 35.8884009, 128.5912362 35.8883405, 128.5911444 35.8882894)",,,,,,,,,,
3852,583256709,FALSE,secondary,45.605,"LINESTRING (128.5914864 35.8885723, 128.5915977 35.8883064, 128.591649 35.8881839)",침산로,,,,,,,,,
3853,37402970,FALSE,primary,243.586,,침산남로,,,,,,,,,
3854,393787334,FALSE,residential,294.803,,침산남로,,,,,,,,,
3855,37402970,FALSE,primary,189.099,"LINESTRING (128.5891107 35.8887106, 128.59028 35.88847, 128.5911444 35.8882894)",침산남로,,,,,,,,,
3856,532888842,FALSE,secondary,127.175,,침산로,,,,,,,,,
3857,532888842,FALSE,secondary,15.612,,침산로,,,,,,,,,
3858,393787336,FALSE,residential,161.71,"LINESTRING (128.5897738 35.8940514, 128.5888148 35.8940465, 128.5881662 35.8940547, 128.5879799 35.8940718)",침산로41길,,2,,,,,,,
3859,393787336,FALSE,residential,54.266,,침산로41길,,2,,,,,,,
3860,812769209,FALSE,residential,141.694,"LINESTRING (128.5874174 35.8942465, 128.5867916 35.893356, 128.5867705 35.893107)",성북로5길,,,,,,,,,
3861,812769209,FALSE,residential,311.61,"LINESTRING (128.5874174 35.8942465, 128.5887511 35.8961464, 128.5889497 35.8967418)",성북로5길,,,,,,,,,
3862,393851662,FALSE,residential,17.806,,대학로9길,,,,,,,,,
3863,576254866,FALSE,secondary,55.851,,대학로,,6,,,,,,,
3864,579612854,FALSE,secondary,76.641,,대학로,,6,,,,,,,
3865,393694155,FALSE,residential,52.624,,산격로6길,,,,,,,,,
3866,393694155,FALSE,residential,160.11,,산격로6길,,,,,,,,,
3867,393851662,FALSE,residential,54.372,,대학로9길,,,,,,,,,
3868,393851662,FALSE,residential,49.717,,대학로9길,,,,,,,,,
3869,204649496,FALSE,primary,10.55,,매천로2길,,,,,,,,,
3870,204649496,FALSE,primary,21.699,"LINESTRING (128.5418157 35.8969665, 128.5419195 35.8969884, 128.5420491 35.8970148)",매천로2길,,,,,,,,,
3871,37399980,FALSE,residential,54.992,,대동로,,,,,,,,,
3872,37399980,FALSE,residential,49.557,,대동로,,,,,,,,,
3873,393851632,FALSE,residential,55.614,,동북로36길,,,,,,,,,
3874,37399980,FALSE,residential,22.511,,대동로,,,,,,,,,
3875,37399980,FALSE,residential,56.018,,대동로,,,,,,,,,
3876,720715020,FALSE,residential,111.88,,대동로1길,,,,,,,,,
3877,393851662,FALSE,residential,129.08,"LINESTRING (128.6077458 35.8982695, 128.6070951 35.8976984, 128.6067713 35.8974184)",대학로9길,,,,,,,,,
3878,575842816,FALSE,residential,65.376,,대동로1길,,,,,,,,,
3879,720715020,FALSE,residential,58.032,,대동로1길,,,,,,,,,
3880,575842819,FALSE,living_street,72.767,"LINESTRING (128.6090677 35.8993596, 128.6092169 35.8995215, 128.6096141 35.8998395)",동북로,,,,,,,,,
3881,35971843,FALSE,secondary,56.111,,,,,,,,,,,
3882,35971843,FALSE,secondary,132.972,,,,,,,,,,,
3883,393851669,FALSE,residential,371.909,"LINESTRING (128.5963125 35.9028858, 128.5973393 35.9025001, 128.5974538 35.9024757, 128.5978515 35.9026368, 128.5988578 35.9030321, 128.5995628 35.9037448, 128.5997051 35.9038448)",연암로42길,,,,,,,,,
3884,37399883,FALSE,secondary,36.005,,매천로18길,,,,,,,,,
3885,37399883,FALSE,secondary,23.82,,매천로18길,,,,,,,,,
3886,55482247,TRUE,primary_link,30.827,,,,,,,,,,,
3887,306547145,FALSE,secondary,215.285,,매천로18길,,,,,,,,,
3888,55482252,TRUE,secondary_link,234.645,"LINESTRING (128.5412756 35.9043423, 128.5413491 35.9046751, 128.5415529 35.9058926, 128.541653 35.90643)",,,,,,,,,,
3889,306547145,FALSE,secondary,18.577,"LINESTRING (128.5412756 35.9043423, 128.5411854 35.9043547, 128.5410722 35.90437)",매천로18길,,,,,,,,,
3890,393851669,FALSE,residential,177.447,"LINESTRING (128.6023199 35.905597, 128.6018767 35.9053164, 128.6007956 35.9045862)",연암로42길,,,,,,,,,
3891,524446029,FALSE,residential,126.793,"LINESTRING (128.6023199 35.905597, 128.6030019 35.9061114, 128.6032302 35.9064496)",연암로42길,,,,,,,,,
3892,524446030,FALSE,residential,134.418,"LINESTRING (128.6023199 35.905597, 128.6023725 35.9055043, 128.6028164 35.9044575)",호국로,,,,,,,,,
3893,55414108,FALSE,secondary,169.754,"LINESTRING (128.5781219 35.950133, 128.5795725 35.9496197, 128.5798441 35.9495115)",구암로,,,,,,,,,
3894,822099704,FALSE,tertiary,74.958,"LINESTRING (128.5781219 35.950133, 128.5776525 35.9497979, 128.5775013 35.9496836)",구리로,,,,,,,,,
3895,886672301,FALSE,secondary,285.819,"LINESTRING (128.5781219 35.950133, 128.5782551 35.9502508, 128.5790043 35.9510271, 128.5798122 35.9517529, 128.580027 35.9518815, 128.5803138 35.9518905)",,,,,,,,,,
3896,55695952,FALSE,primary,242.723,,동북로,,,4;25,,,,,,
3897,55414732,FALSE,primary,216.276,"LINESTRING (128.5936896 35.901148, 128.5936367 35.9013017, 128.5935767 35.9021205, 128.59371 35.90259, 128.59397 35.90289, 128.5940401 35.9029922)",신천동로,,,13,,,,,,
3898,55414732,FALSE,primary,312.702,"LINESTRING (128.5936896 35.901148, 128.5937519 35.900967, 128.5937853 35.9004128, 128.5936851 35.9002154, 128.5937 35.89986, 128.59359 35.89918, 128.5934181 35.8987015, 128.59325 35.8984161)",신천동로,,,13,,,,,,
3899,"[55695952, 55695921]",FALSE,primary,149.822,"LINESTRING (128.5936896 35.901148, 128.5935412 35.9011172, 128.5920772 35.900817)","['침산교', '동북로']",yes,,4;25,,,,,,
